bike_color,bike_type,bike_year,brand,energy,engine_size,first_hand,homologue,mileage,model,price,reference,scraped_date,source,uniqid,url,version,warranty,year_circulation
Argent,Trail,2018,BMW,,1200,Oui,,23600,R 1200,14990,1874072,2021-06-22 11:25:56.365840,motovente,motovente-1874072,http://motovente.com/moto-occasion/annonce-moto-bmw-1874072.html,R 1200 GS,non,08-03-2018
Gris,Scooter,2019,Yamaha,,300,Oui,,9810,X-MAX 300 ABS,4950,1874271,2021-06-22 11:25:56.394745,motovente,motovente-1874271,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1874271.html,X-MAX 300 ABS,non,04-01-2019
Orange,Trail,2020,KTM,,1290,,,4856,1290 SUPER ADVENTURE S,15590,1855667,2021-06-22 11:25:56.422261,motovente,motovente-1855667,http://motovente.com/moto-occasion/annonce-moto-ktm-1855667.html,1290 SUPER ADVENTURE S,non,07-01-2020
Rouge,Routière,2003,BMW,,1150,,,98380,R 1150 RT ABS,3690,1868636,2021-06-22 11:25:56.449758,motovente,motovente-1868636,http://motovente.com/moto-occasion/annonce-moto-bmw-1868636.html,R 1150 RT ABS,non,27-05-2003
Bleu,Routière,2004,Yamaha,,1300,,,53100,FJR,5990,1868266,2021-06-22 11:25:56.475146,motovente,motovente-1868266,http://motovente.com/moto-occasion/annonce-moto-yamaha-1868266.html,FJR 1300 ABS,non,28-05-2004
,Roadster,2016,Kawasaki,,300,,,14000,Z 300,1690,1831359,2021-06-22 11:25:56.501990,motovente,motovente-1831359,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1831359.html,Z 300,non,04-04-2016
Noir,Trail,2017,BMW,,1200,,,12105,R 1200,16290,1862609,2021-06-22 11:25:56.530635,motovente,motovente-1862609,http://motovente.com/moto-occasion/annonce-moto-bmw-1862609.html,R 1200 GS,non,15-11-2017
Bordeaux,Roadster,2020,Honda,,1000,Oui,,2900,CB,10800,1868065,2021-06-22 11:25:56.560580,motovente,motovente-1868065,http://motovente.com/moto-occasion/annonce-moto-honda-1868065.html,CB 1000 R,non,14-01-2020
Noir,Roadster,2013,Honda,,1100,,,16591,CB1100AD,6490,1873849,2021-06-22 11:25:56.588310,motovente,motovente-1873849,http://motovente.com/moto-occasion/annonce-moto-honda-1873849.html,CB1100AD,non,13-08-2013
Bleu,Routière,2008,Suzuki,,1250,,,43060,BANDIT 1250 SA,4500,1844566,2021-06-22 11:25:56.616827,motovente,motovente-1844566,http://motovente.com/moto-occasion/annonce-moto-suzuki-1844566.html,BANDIT 1250 SA,non,24-07-2008
Blanc,Routière,2020,Kawasaki,,1000,Oui,,4600,NINJA 1000 SX,12990,1873508,2021-06-22 11:25:56.646495,motovente,motovente-1873508,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1873508.html,NINJA 1000 SX,non,15-05-2020
Bordeaux,Custom,2007,Jinlun,Essence 4t,125,,,4126,ABILA,1400,1541335,2021-06-22 11:25:56.676392,motovente,motovente-1541335,http://motovente.com/moto-occasion/annonce-moto-jinlun-1541335.html,,,12-04-2007
Argent,Scooter,2020,Kymco,,350,,,1503,DOWNTOWN 350I,4990,1854846,2021-06-22 11:25:56.706964,motovente,motovente-1854846,http://motovente.com/scooter-occasion/annonce-scooter-kymco-1854846.html,DOWNTOWN 350I,non,04-08-2020
Gris,Routière,2019,Yamaha,,847,,,4500,NIKEN,9990,1832318,2021-06-22 11:25:56.735524,motovente,motovente-1832318,http://motovente.com/moto-occasion/annonce-moto-yamaha-1832318.html,NIKEN,non,01-10-2018
Bleu,Scooter,2021,Honda,,750,Oui,,742,NSS FORZA 750,10650,1872238,2021-06-22 11:25:56.766803,motovente,motovente-1872238,http://motovente.com/scooter-occasion/annonce-scooter-honda-1872238.html,NSS FORZA 750,non,19-01-2021
Bleu,Roadster,1998,Suzuki,,600,,,94820,GSF BANDIT,980,1816513,2021-06-22 11:25:56.798503,motovente,motovente-1816513,http://motovente.com/moto-occasion/annonce-moto-suzuki-1816513.html,BANDIT N,non,30-12-1998
Noir,Scooter,2020,Piaggio,,500,Oui,,460,MP3 500 HPE SPORT ABS/ASR,9400,1868962,2021-06-22 11:25:56.828655,motovente,motovente-1868962,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1868962.html,MP3 500 HPE SPORT ABS/ASR,non,20-07-2020
Argent,Scooter,2019,Honda,,750,Oui,,13000,X-ADV,10490,1872799,2021-06-22 11:25:56.866932,motovente,motovente-1872799,http://motovente.com/scooter-occasion/annonce-scooter-honda-1872799.html,X-ADV,non,01-03-2019
Orange,Roadster,2019,KTM,,125,Oui,,12864,125 DUKE,3590,1874209,2021-06-22 11:25:56.902873,motovente,motovente-1874209,http://motovente.com/moto-occasion/annonce-moto-ktm-1874209.html,125 DUKE,non,26-09-2019
Rouge,Roadster,2014,Honda,,1000,,,37070,CB 1000 R   ABS,6290,1849258,2021-06-22 11:25:56.935223,motovente,motovente-1849258,http://motovente.com/moto-occasion/annonce-moto-honda-1849258.html,CB 1000 R   ABS,non,31-10-2014
Blanc,Scooter,2020,Piaggio,,125,,,14126,LIBERTY 125,1990,1869110,2021-06-22 11:25:56.967801,motovente,motovente-1869110,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1869110.html,LIBERTY 125,non,16-06-2020
Argent,Scooter,2007,Suzuki,,400,,,40757,BURGMAN,900,1856972,2021-06-22 11:25:57.000892,motovente,motovente-1856972,http://motovente.com/scooter-occasion/annonce-scooter-suzuki-1856972.html,BURGMAN 400,non,30-08-2007
Gris,Roadster,2015,Yamaha,,1300,Oui,,17800,XJR,6490,1869743,2021-06-22 11:25:57.031913,motovente,motovente-1869743,http://motovente.com/moto-occasion/annonce-moto-yamaha-1869743.html,XJR 1300,non,09-09-2015
Noir,Scooter,2016,Daelim,,300,,,4035,S300,2890,1854511,2021-06-22 11:25:57.068916,motovente,motovente-1854511,http://motovente.com/scooter-occasion/annonce-scooter-daelim-1854511.html,S300,non,15-09-2016
Gris,Trail,2013,Ducati,Essence 4t,1200,,,13900,MULTISTRADA,11700,1705853,2021-06-22 11:25:57.102295,motovente,motovente-1705853,http://motovente.com/moto-occasion/annonce-moto-ducati-1705853.html,1200S GRANTURISMO,,30-06-2013
Gris,Scooter,2017,Yamaha,,300,,,5400,X-MAX 300 ABS,4290,1873694,2021-06-22 11:25:57.132014,motovente,motovente-1873694,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1873694.html,X-MAX 300 ABS,non,30-05-2017
Orange,Enduro,2020,KTM,,300,Oui,,1359,EXC (ENDURO),8490,1873120,2021-06-22 11:25:57.162271,motovente,motovente-1873120,http://motovente.com/moto-occasion/annonce-moto-ktm-1873120.html,EXC (ENDURO),non,07-08-2019
Gris,Routière,2009,Honda,Essence 4t,800,,,14200,VFR,7500,1408318,2021-06-22 11:25:57.191181,motovente,motovente-1408318,http://motovente.com/moto-occasion/annonce-moto-honda-1408318.html,vtec,1 an (novembre 2014,05-05-2009
Rouge,Trail,2019,Honda,,500,Oui,,4692,CB 500 X,6250,1874380,2021-06-22 11:25:57.219056,motovente,motovente-1874380,http://motovente.com/moto-occasion/annonce-moto-honda-1874380.html,CB 500 X,non,02-05-2019
Jaune,Roadster,2016,Yamaha,,700,,,13700,XSR 700 ABS 60e anniversaire,6490,1874434,2021-06-22 11:25:57.247271,motovente,motovente-1874434,http://motovente.com/moto-occasion/annonce-moto-yamaha-1874434.html,XSR 700 ABS 60e anniversaire,non,12-07-2016
Noir,Scooter,2013,Honda,,700,,,6811,NC INTEGRA,4990,1872610,2021-06-22 11:25:57.273888,motovente,motovente-1872610,http://motovente.com/scooter-occasion/annonce-scooter-honda-1872610.html,NC INTEGRA,non,24-04-2013
Blanc,Roadster,2011,BMW,,1300,,,11200,K 1300 R,12090,1874183,2021-06-22 11:25:57.304382,motovente,motovente-1874183,http://motovente.com/moto-occasion/annonce-moto-bmw-1874183.html,K 1300 R,non,08-02-2011
Bleu,Roadster,2005,Suzuki,,500,,,38340,GS,1790,1872043,2021-06-22 11:25:57.331899,motovente,motovente-1872043,http://motovente.com/moto-occasion/annonce-moto-suzuki-1872043.html,GS 500 E,non,15-11-2005
Gris,Roadster,2019,Triumph,,765,,,8000,STREET TRIPLE RS,11290,1874267,2021-06-22 11:25:57.359473,motovente,motovente-1874267,http://motovente.com/moto-occasion/annonce-moto-triumph-1874267.html,STREET TRIPLE RS,non,20-11-2019
Blanc,Scooter,2021,Honda,,125,Oui,,654,NSS FORZA 125,4490,1874064,2021-06-22 11:25:57.387378,motovente,motovente-1874064,http://motovente.com/scooter-occasion/annonce-scooter-honda-1874064.html,NSS FORZA 125,non,02-02-2021
Rouge,Trail,2016,Ducati,,1200,,,31500,MULTISTRADA END,12990,1866490,2021-06-22 11:25:57.415792,motovente,motovente-1866490,http://motovente.com/moto-occasion/annonce-moto-ducati-1866490.html,MULTISTRADA END,non,26-05-2016
Gris,Scooter,2019,Kymco,,350,Oui,,1190,DOWNTOWN 350I,4500,1836977,2021-06-22 11:25:57.462431,motovente,motovente-1836977,http://motovente.com/scooter-occasion/annonce-scooter-kymco-1836977.html,DOWNTOWN 350I,non,28-11-2019
,Scooter,2018,Piaggio,,500,Oui,,2200,MP3 500 HPE SPORT ABS/ASR,9100,1833450,2021-06-22 11:25:57.492510,motovente,motovente-1833450,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1833450.html,MP3 500 HPE SPORT ABS/ASR,non,30-03-2018
Argent,Scooter,2010,Kymco,,300,,,29862,PEOPLE 300 S,2300,1862221,2021-06-22 11:25:57.523778,motovente,motovente-1862221,http://motovente.com/scooter-occasion/annonce-scooter-kymco-1862221.html,PEOPLE 300 S,non,20-04-2010
Argent,Routière,2020,Yamaha,,850,Oui,,1822,NIKEN 850 GT,13235,1862595,2021-06-22 11:25:57.557412,motovente,motovente-1862595,http://motovente.com/moto-occasion/annonce-moto-yamaha-1862595.html,NIKEN 850 GT,non,25-06-2020
Jaune,Collection,2005,BMW,Essence 4t,1200,,,36000,R 1200,8995,1872952,2021-06-22 11:25:57.590104,motovente,motovente-1872952,http://motovente.com/moto-collection/annonce-moto-bmw-1872952.html,R1200GS,,14-05-2005
Bleu,Scooter,2017,Yamaha,,530,,,12810,TMAX 530 DX,10190,1815288,2021-06-22 11:25:57.618317,motovente,motovente-1815288,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1815288.html,TMAX 530 DX,non,19-05-2017
KAKI,Custom,2016,Yamaha,,950,Oui,,2600,XV 950 BOLT,8500,1836066,2021-06-22 11:25:57.657840,motovente,motovente-1836066,http://motovente.com/moto-occasion/annonce-moto-yamaha-1836066.html,XV 950 BOLT,non,09-08-2016
Rouge,Sportive,2016,Ducati,,1299,,,8463,PANIGALE 1299 S,17900,1863342,2021-06-22 11:25:57.693317,motovente,motovente-1863342,http://motovente.com/moto-occasion/annonce-moto-ducati-1863342.html,PANIGALE 1299 S,non,07-09-2016
Blanc,Roadster,2021,Kawasaki,,650,Oui,,500,Z 650 (47.5CV),6700,1870732,2021-06-22 11:25:57.725047,motovente,motovente-1870732,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1870732.html,Z 650 (47.5CV),non,26-02-2021
Argent,Scooter,2019,Honda,,750,,,10358,X-ADV,9990,1870086,2021-06-22 11:25:57.767573,motovente,motovente-1870086,http://motovente.com/scooter-occasion/annonce-scooter-honda-1870086.html,X-ADV,non,17-09-2019
Rouge,Trail,2002,Kymco,,125,,,7500,STRYKER,1200,1865409,2021-06-22 11:25:57.801756,motovente,motovente-1865409,http://motovente.com/moto-occasion/annonce-moto-kymco-1865409.html,STRYKER,non,19-09-2002
Noir,Roadster,2011,BMW,,1300,,,38340,K 1300 R,8490,1855720,2021-06-22 11:25:57.830679,motovente,motovente-1855720,http://motovente.com/moto-occasion/annonce-moto-bmw-1855720.html,K 1300 R,non,03-10-2011
,Routière,2001,Honda,,650,,,67999,NT DEAUVILLE 650,2490,1869041,2021-06-22 11:25:57.861390,motovente,motovente-1869041,http://motovente.com/moto-occasion/annonce-moto-honda-1869041.html,NT DEAUVILLE 650,non,20-06-2001
Blanc,Scooter,2010,Honda,,400,,,20315,SWT 400,3990,1874358,2021-06-22 11:25:57.892911,motovente,motovente-1874358,http://motovente.com/scooter-occasion/annonce-scooter-honda-1874358.html,SWT 400,non,02-09-2010
,Routière,2018,Benelli,,500,,,7164,TRK 502,5190,1851426,2021-06-22 11:25:57.925308,motovente,motovente-1851426,http://motovente.com/moto-occasion/annonce-moto-benelli-1851426.html,TRK 502,non,02-03-2018
Blanc,Routière,2014,Benelli,,1130,,,12410,TRE-K,6590,1854901,2021-06-22 11:25:57.959684,motovente,motovente-1854901,http://motovente.com/moto-occasion/annonce-moto-benelli-1854901.html,TRE-K,non,06-06-2014
Vert,Scooter,2019,Piaggio,,300,,,8966,VESPA SS 300,4290,1871153,2021-06-22 11:25:57.989834,motovente,motovente-1871153,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1871153.html,VESPA SS 300,non,16-04-2019
Vert,Trail,2019,Kawasaki,,1000,,,7700,VERSYS,14900,1852409,2021-06-22 11:25:58.019264,motovente,motovente-1852409,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1852409.html,,non,02-03-2019
Noir,Scooter,2017,Yamaha,,530,,,14848,TMAX 530 ABS,9290,1854199,2021-06-22 11:25:58.052682,motovente,motovente-1854199,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1854199.html,TMAX 530 ABS,non,27-04-2017
Bleu,Roadster,2020,Honda,,650,,,4988,CB 650 R,7390,1871350,2021-06-22 11:25:58.085106,motovente,motovente-1871350,http://motovente.com/moto-occasion/annonce-moto-honda-1871350.html,CB 650 R,non,17-06-2020
Rouge,Roadster,2019,Indian,,1200,Oui,,1800,FTR 1200 S REPLICA,14990,1862297,2021-06-22 11:25:58.117645,motovente,motovente-1862297,http://motovente.com/moto-occasion/annonce-moto-indian-1862297.html,FTR 1200 S REPLICA,non,19-09-2019
,Routière,2000,BMW,,1200,,,121150,K 1200,3800,1870663,2021-06-22 11:25:58.146709,motovente,motovente-1870663,http://motovente.com/moto-occasion/annonce-moto-bmw-1870663.html,K1200GT,non,04-12-2000
Noir,Scooter,2012,Yamaha,Essence 4t,125,Oui,,40,xenter,2600,1313440,2021-06-22 11:25:58.178352,motovente,motovente-1313440,http://motovente.com/scooter-neuf/annonce-scooter-yamaha-1313440.html,,02/08/2014,02-08-2012
Blanc,Routière,2020,KTM,,1290,,,2100,SUPER DUKE GT,17499,1873960,2021-06-22 11:25:58.215823,motovente,motovente-1873960,http://motovente.com/moto-occasion/annonce-moto-ktm-1873960.html,SUPER DUKE GT,non,04-01-2020
Noir,Trail,2016,Honda,,1000,,,28750,AFRICA TWIN CRF1000L DCT,10290,1870233,2021-06-22 11:25:58.248738,motovente,motovente-1870233,http://motovente.com/moto-occasion/annonce-moto-honda-1870233.html,AFRICA TWIN CRF1000L DCT,non,11-05-2016
,Roadster,2018,Husqvarna,,700,Oui,,13677,701 VITPILEN,6590,1863440,2021-06-22 11:25:58.278090,motovente,motovente-1863440,http://motovente.com/moto-occasion/annonce-moto-husqvarna-1863440.html,701 VITPILEN,non,18-07-2019
Bleu,Trail,2020,Yamaha,,685,Oui,,125,TRACER 700,8399,1864357,2021-06-22 11:25:58.313821,motovente,motovente-1864357,http://motovente.com/moto-occasion/annonce-moto-yamaha-1864357.html,TRACER 700,non,10-03-2020
Vert,Routière,2012,Kawasaki,,1400,,,80921,ZZR 1400,7900,1872803,2021-06-22 11:25:58.346430,motovente,motovente-1872803,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1872803.html,ZZR 1400,non,01-06-2012
Gris,Scooter,2019,Yamaha,,530,,,7111,TMAX 530 SX SPORT EDITION,11990,1849164,2021-06-22 11:25:58.380283,motovente,motovente-1849164,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1849164.html,TMAX 530 SX SPORT EDITION,non,12-01-2019
Noir,Roadster,2012,Triumph,Essence 4t,675,Oui,,10100,SPEED TRIPLE,6800,1403745,2021-06-22 11:25:58.415400,motovente,motovente-1403745,http://motovente.com/moto-occasion/annonce-moto-triumph-1403745.html,,non,31-05-2012
Blanc,Roadster,2016,Honda,,500,,,42851,CB,4200,1873395,2021-06-22 11:25:58.447900,motovente,motovente-1873395,http://motovente.com/moto-occasion/annonce-moto-honda-1873395.html,CB 500,non,29-07-2016
Rouge,Routière,2018,BMW,,1250,Oui,,28044,R 1250 RT,18700,1866076,2021-06-22 11:25:58.475584,motovente,motovente-1866076,http://motovente.com/moto-occasion/annonce-moto-bmw-1866076.html,R 1250 RT,non,15-12-2018
Bleu,Scooter,2020,Kymco,,125,Oui,,1510,X.TOWN 125,3499,1873622,2021-06-22 11:25:58.503592,motovente,motovente-1873622,http://motovente.com/scooter-occasion/annonce-scooter-kymco-1873622.html,X.TOWN 125,non,04-07-2020
Argent,Roadster,2019,Aprilia,,900,Oui,,11920,SHIVER 900 ABS,6390,1873196,2021-06-22 11:25:58.532197,motovente,motovente-1873196,http://motovente.com/moto-occasion/annonce-moto-aprilia-1873196.html,SHIVER 900 ABS,non,05-06-2019
Bleu,Trail,2016,Yamaha,,685,,,21580,TRACER 700 35 KW,6890,1874135,2021-06-22 11:25:58.566168,motovente,motovente-1874135,http://motovente.com/moto-occasion/annonce-moto-yamaha-1874135.html,TRACER 700 35 KW,non,08-03-2019
Bleu,Trail,2019,Triumph,,1200,Oui,,693,TIGER 1200 EXPLORER XRX,16490,1874336,2021-06-22 11:25:58.598212,motovente,motovente-1874336,http://motovente.com/moto-occasion/annonce-moto-triumph-1874336.html,TIGER 1200 EXPLORER XRX,non,22-07-2019
Rouge,Routière,2020,Yamaha,,850,Oui,,530,TRACER 900 GT,11490,1874482,2021-06-22 11:25:58.630445,motovente,motovente-1874482,http://motovente.com/moto-occasion/annonce-moto-yamaha-1874482.html,TRACER 900 GT,non,04-06-2020
Noir,Sportive,2020,Honda,,1000,,,7600,CBR 1000 R,17490,1872112,2021-06-22 11:25:58.665134,motovente,motovente-1872112,http://motovente.com/moto-occasion/annonce-moto-honda-1872112.html,CBR 1000 R,non,01-06-2020
Blanc,Collection,1972,Honda,Essence 4t,350,,,800,CB,7800,1872542,2021-06-22 11:25:58.700117,motovente,motovente-1872542,http://motovente.com/moto-collection/annonce-moto-honda-1872542.html,K4,,01-01-1972
Rouge,Sportive,1991,Ducati,,900,,,32683,900 SS,4595,1861485,2021-06-22 11:25:58.730135,motovente,motovente-1861485,http://motovente.com/moto-occasion/annonce-moto-ducati-1861485.html,900 SS,non,01-01-1991
Gris,Scooter,2016,Piaggio,,500,Oui,,30249,MP3 500 ABS/ASR,3999,1874565,2021-06-22 11:25:58.762988,motovente,motovente-1874565,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1874565.html,MP3 500 ABS/ASR,non,14-01-2016
,Sportive,1988,Suzuki,,750,,,22167,750GSXR,5490,1866191,2021-06-22 11:25:58.793567,motovente,motovente-1866191,http://motovente.com/moto-occasion/annonce-moto-suzuki-1866191.html,750GSXR,non,09-12-1988
,Trail,2016,BMW,,1200,,,38846,R 1200,11500,1835176,2021-06-22 11:25:58.825153,motovente,motovente-1835176,http://motovente.com/moto-occasion/annonce-moto-bmw-1835176.html,R 1200 GS,non,03-05-2016
Noir,Routière,2008,Honda,,1832,,,93033,GL1800A8,12490,1869711,2021-06-22 11:25:58.857715,motovente,motovente-1869711,http://motovente.com/moto-occasion/annonce-moto-honda-1869711.html,GL1800A8,non,05-05-2008
Orange,Super Motard,2005,KTM,,950,,,55360,SUPERMOTO,4290,1853254,2021-06-22 11:25:58.889586,motovente,motovente-1853254,http://motovente.com/moto-occasion/annonce-moto-ktm-1853254.html,,non,19-07-2005
Noir,Scooter,2020,Yamaha,,125,Oui,,183,D'ELIGHT,2499,1868596,2021-06-22 11:25:58.920086,motovente,motovente-1868596,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1868596.html,D'ELIGHT,non,03-01-2021
,Custom,2001,Yamaha,,1100,,,10000,,2690,1818678,2021-06-22 11:25:58.953150,motovente,motovente-1818678,http://motovente.com/moto-occasion/annonce-moto-yamaha-1818678.html,,non,05-05-2001
Argent,Scooter,2020,Piaggio,,350,Oui,,1659,MP3 350 ABS/ASR,6799,1874058,2021-06-22 11:25:58.985598,motovente,motovente-1874058,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1874058.html,MP3 350 ABS/ASR,non,12-11-2020
Argent,Roadster,2020,Yamaha,,689,,,2600,MT-07 TRACER,7800,1874408,2021-06-22 11:25:59.016698,motovente,motovente-1874408,http://motovente.com/moto-occasion/annonce-moto-yamaha-1874408.html,MT-07 TRACER,non,06-06-2020
Noir,Routière,2009,Honda,,1300,,,62377,ST PAN-EUROPEAN,5890,1867078,2021-06-22 11:25:59.047213,motovente,motovente-1867078,http://motovente.com/moto-occasion/annonce-moto-honda-1867078.html,ST PAN-EUROPEAN,non,17-09-2009
Argent,Roadster,1995,Suzuki,,1100,,,52664,GSX 1200,1890,1865483,2021-06-22 11:25:59.076278,motovente,motovente-1865483,http://motovente.com/moto-occasion/annonce-moto-suzuki-1865483.html,GSX 1200,non,29-12-1995
,Trail,2020,Yamaha,,1200,Oui,,4582,,11499,1870760,2021-06-22 11:25:59.106151,motovente,motovente-1870760,http://motovente.com/moto-occasion/annonce-moto-yamaha-1870760.html,XTZ 1200 SUPER TENERE,non,18-06-2020
Noir,Routière,2016,Triumph,,1200,Oui,,48553,TROPHY,9490,1873863,2021-06-22 11:25:59.155668,motovente,motovente-1873863,http://motovente.com/moto-occasion/annonce-moto-triumph-1873863.html,,non,07-10-2016
Gris,Routière,2009,Honda,,1300,,,41374,ST PAN-EUROPEAN,6990,1871050,2021-06-22 11:25:59.186641,motovente,motovente-1871050,http://motovente.com/moto-occasion/annonce-moto-honda-1871050.html,ST PAN-EUROPEAN,non,28-04-2009
Argent,Routière,2008,BMW,,1200,,,47908,R 1200,6790,1872900,2021-06-22 11:25:59.218090,motovente,motovente-1872900,http://motovente.com/moto-occasion/annonce-moto-bmw-1872900.html,R 1200 R,non,14-05-2008
Bleu,Scooter,2015,Peugeot,Essence 4t,50,,,0,KISBEE,999,1533034,2021-06-22 11:25:59.249421,motovente,motovente-1533034,http://motovente.com/scooter-occasion/annonce-scooter-peugeot-1533034.html,,,
Vert,Sportive,1998,Kawasaki,,600,,,57261,ZX-6R 636,1990,1873984,2021-06-22 11:25:59.282707,motovente,motovente-1873984,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1873984.html,ZX-6R 636,non,29-04-1998
Bleu,Enduro,2019,Yamaha,,250,Oui,,3750,WR,8490,1874036,2021-06-22 11:25:59.314077,motovente,motovente-1874036,http://motovente.com/moto-occasion/annonce-moto-yamaha-1874036.html,WR250F,non,22-01-2020
Blanc,Roadster,2014,Yamaha,,850,,,9999,MT-09,7190,1874235,2021-06-22 11:25:59.346291,motovente,motovente-1874235,http://motovente.com/moto-occasion/annonce-moto-yamaha-1874235.html,MT-09,non,14-03-2014
